EDAD;GENERO;INGRESOS;EGRESOS;HABITO_PAGO;CREDITOS_VIGENTES;PUNTAJE_RIESGO;ESTADO
26;F; $ 1.680.000 ; $ 485.900 ;B;0;0;Anulada
26;F; $ 853.261 ; $ 429.400 ;B;1;2.175;Anulada
26;F; $ 1.344.000 ; $ 440.700 ;B;3;2.241;Aprobada
26;F; $ 1.680.000 ; $ 282.500 ;A;2;1.953;Negada
26;F; $ 1.094.443 ; $ 610.200 ;B;2;2.052;Desistida
26;F; $ 917.437 ; $ 666.700 ;B;2;1.389;Desistida
26;F; $ 1.116.053 ; $ 644.100 ;B;1;2.214;Desistida
26;F; $ 1.680.000 ; $ 485.900 ;B;0;0;Aprobada
26;F; $ 1.400.560 ; $ 734.500 ;B;4;1.509;Aprobada
26;F; $ 1.067.703 ; $ 531.100 ;B;0;2.328;Aprobada
26;F; $ 1.226.595 ; $ 734.500 ;B;1;1.785;Aprobada
26;F; $ 853.261 ; $ 429.400 ;B;1;2.175;Aprobada
26;F; $ 896.000 ; $ 632.800 ;B;0;0;Desistida
26;M; $ 1.568.000 ; $ - ;B;1;2.022;Desistida
26;M; $ 839.293 ; $ 452.000 ;B;3;450;Desistida
26;F; $ 1.792.000 ; $ 113.000 ;E;3;1.299;Negada
26;F; $ 1.574.720 ; $ 621.500 ;B;1;3;Anulada
26;F; $ 1.057.582 ; $ 565.000 ;E;5;2.205;Desistida
26;F; $ 1.064.000 ; $ 565.000 ;B;0;1.719;Anulada
26;F; $ 1.450.624 ; $ 678.000 ;B;3;2.070;Anulada
26;F; $ 896.000 ; $ 621.500 ;E;4;1.920;Desistida
26;F; $ 1.450.624 ; $ 678.000 ;E;3;1.614;Anulada
26;F; $ 1.209.600 ; $ 598.900 ;B;1;1.539;Negada
26;M; $ 672.000 ; $ 452.000 ;B;2;1.821;Desistida
26;F; $ 1.431.170 ; $ 621.500 ;E;9;1.881;Desistida
26;F; $ 1.344.000 ; $ 621.500 ;B;1;2.079;Desistida
26;F; $ 1.256.158 ; $ 395.500 ;B;0;0;Aprobada
26;F; $ 1.064.000 ; $ 282.500 ;B;0;0;Desistida
26;F; $ 1.574.720 ; $ 621.500 ;B;1;3;Aprobada
26;F; $ 1.792.000 ; $ 169.500 ;E;5;1.182;Negada
26;F; $ 896.000 ; $ 282.500 ;B;0;0;Negada
26;F; $ 2.352.000 ; $ 1.017.000 ;B;4;1.905;Desistida
26;M; $ 1.430.240 ; $ 791.000 ;B;1;2.046;Anulada
26;M; $ 1.430.240 ; $ 791.000 ;B;1;2.046;Aprobada
26;M; $ 1.375.360 ; $ 565.000 ;B;1;2.340;Anulada
26;F; $ 1.456.000 ; $ 587.600 ;E;3;2.139;Aprobada
26;M; $ 1.383.200 ; $ 226.000 ;E;2;2.133;Desistida
26;F; $ 1.218.767 ; $ 576.300 ;B;0;1.788;Aprobada
26;F; $ 856.462 ; $ 565.000 ;B;1;21;Desistida
26;M; $ 1.103.184 ; $ 576.300 ;E;5;2.136;Desistida
26;M; $ 1.395.837 ; $ 904.000 ;B;2;603;Desistida
26;F; $ 1.222.267 ; $ 452.000 ;B;3;1.065;Desistida
26;F; $ 1.344.000 ; $ 565.000 ;B;0;1.926;Aprobada
26;F; $ 1.792.000 ; $ 395.500 ;B;1;1.932;Negada
26;F; $ 1.712.480 ; $ 779.700 ;B;1;1.944;Aprobada
26;M; $ 2.240.000 ; $ 1.356.000 ;E;3;1.365;Negada
26;F; $ 853.261 ; $ 395.500 ;B;2;21;Aprobada
26;M; $ 1.020.040 ; $ 452.000 ;B;1;2.292;Aprobada
26;M; $ 1.344.000 ; $ 339.000 ;E;6;1.821;Negada
26;M; $ 1.120.000 ; $ 734.500 ;B;2;3;Negada
26;F; $ 1.232.000 ; $ 655.400 ;B;0;1.809;Aprobada
26;F; $ 2.352.000 ; $ 1.017.000 ;B;4;1.905;Anulada
26;F; $ 855.988 ; $ 327.700 ;E;1;2.442;Aprobada
26;F; $ 1.712.480 ; $ 779.700 ;B;1;1.944;Anulada
26;F; $ 1.457.284 ; $ 678.000 ;B;2;1.761;Anulada
26;F; $ 1.164.800 ; $ 339.000 ;B;3;1.131;Negada
26;F; $ 1.032.612 ; $ 791.000 ;B;2;1.848;Desistida
26;F; $ 1.344.000 ; $ 339.000 ;E;1;1.650;Negada
26;F; $ 1.456.000 ; $ 1.073.500 ;B;1;21;Desistida
26;F; $ 2.240.000 ; $ 1.107.400 ;B;0;0;Aprobada
26;M; $ 1.232.000 ; $ 1.017.000 ;B;0;0;Desistida
26;M; $ 1.008.000 ; $ 440.700 ;B;0;0;Desistida
26;F; $ 2.464.000 ; $ 452.000 ;B;2;2.016;Negada
26;F; $ 1.344.000 ; $ 339.000 ;B;2;612;Negada
26;F; $ 1.193.275 ; $ 565.000 ;E;5;2.307;Desistida
26;F; $ 948.936 ; $ 1.336.790 ;B;0;0;Desistida
26;F; $ 949.875 ; $ 646.360 ;B;5;1.431;Desistida
26;F; $ 1.108.800 ; $ 485.900 ;B;3;1.989;Aprobada
26;F; $ 11.200.000 ; $ 10.576.800 ;B;1;2.175;Anulada
26;F; $ 1.396.470 ; $ 565.000 ;E;2;2.337;Desistida
26;F; $ 1.120.000 ; $ 113.000 ;B;4;2.025;Negada
26;F; $ 1.456.000 ; $ - ;B;1;2.073;Desistida
26;F; $ 825.440 ; $ 226.000 ;C;0;0;Negada
26;F; $ 1.111.178 ; $ 734.500 ;B;0;0;Desistida
26;F; $ 1.148.343 ; $ 610.200 ;B;2;2.175;Anulada
26;F; $ 1.344.000 ; $ 678.000 ;B;2;21;Desistida
26;F; $ 1.120.000 ; $ 282.500 ;B;0;0;Desistida
26;M; $ 1.344.000 ; $ 192.100 ;E;4;1.440;Negada
26;F; $ 1.021.440 ; $ 678.000 ;B;0;0;Aprobada
26;F; $ 762.160 ; $ 565.000 ;B;0;0;Desistida
26;M; $ 788.480 ; $ 395.500 ;B;1;2.340;Desistida
26;F; $ 1.568.000 ; $ 678.000 ;E;5;1.944;Desistida
26;F; $ 1.793.183 ; $ 644.100 ;E;3;2.244;Desistida
26;M; $ 947.313 ; $ 226.000 ;E;3;2.199;Anulada
26;F; $ 1.451.520 ; $ 678.000 ;B;2;2.130;Desistida
26;F; $ 1.964.157 ; $ 565.000 ;B;7;2.073;Desistida
26;F; $ 1.075.200 ; $ 169.500 ;B;9;966;Negada
26;M; $ 1.344.000 ; $ 339.000 ;B;3;2.190;Desistida
26;F; $ 1.222.175 ; $ 1.130.000 ;B;1;1.407;Desistida
26;F; $ 1.120.000 ; $ 226.000 ;B;3;2.142;Desistida
26;F; $ 1.560.506 ; $ 565.000 ;E;10;2.163;Desistida
26;F; $ 1.457.284 ; $ 678.000 ;B;2;1.761;Aprobada
26;F; $ 1.064.000 ; $ 339.000 ;B;1;2.139;Desistida
26;F; $ 1.074.080 ; $ 271.200 ;B;3;2.226;Negada
26;F; $ 1.120.000 ; $ 711.900 ;B;1;2.034;Desistida
26;F; $ 1.288.000 ; $ 452.000 ;B;2;3;Negada
26;F; $ 3.558.240 ; $ 2.440.800 ;B;2;2.331;Aprobada
26;M; $ 1.064.000 ; $ 339.000 ;B;2;3;Desistida
26;M; $ 1.596.000 ; $ 485.900 ;E;1;2.343;Aprobada
26;F; $ 1.120.000 ; $ 339.000 ;B;3;1.794;Desistida
26;F; $ 2.016.000 ; $ 565.000 ;B;3;2.019;Negada
26;M; $ 1.245.440 ; $ 446.350 ;E;1;2.253;Aprobada
26;F; $ 1.094.240 ; $ 621.500 ;B;0;2.340;Anulada
26;F; $ 960.985 ; $ 452.000 ;E;4;2.067;Desistida
26;F; $ 1.352.960 ; $ 452.000 ;B;1;2.196;Desistida
26;F; $ 1.249.386 ; $ 565.000 ;B;0;0;Aprobada
26;F; $ 770.108 ; $ 452.000 ;B;1;1.620;Aprobada
26;F; $ 1.094.240 ; $ 621.500 ;B;0;2.340;Aprobada
26;F; $ 1.568.000 ; $ 339.001 ;E;6;702;Negada
26;F; $ 1.344.000 ; $ 678.000 ;B;2;3;Negada
26;F; $ 1.008.000 ; $ 395.500 ;B;2;1.551;Desistida
26;F; $ 1.232.000 ; $ 565.000 ;B;2;2.013;Desistida
26;F; $ 1.112.160 ; $ 565.000 ;B;0;0;Aprobada
26;F; $ 784.000 ; $ 452.000 ;B;0;0;Aprobada
26;F; $ 796.835 ; $ 339.000 ;E;5;1.722;Desistida
26;F; $ 1.210.984 ; $ 519.800 ;B;7;2.103;Desistida
26;F; $ 1.957.760 ; $ 813.600 ;B;3;1.536;Aprobada
26;M; $ 1.593.760 ; $ 508.500 ;E;8;1.317;Aprobada
26;F; $ 1.344.000 ; $ 881.400 ;E;4;2.094;Desistida
26;F; $ 1.378.843 ; $ 565.000 ;B;0;0;Negada
26;F; $ 1.082.129 ; $ 734.500 ;E;4;1.914;Desistida
26;F; $ 1.383.357 ; $ 452.000 ;B;3;2.304;Desistida
26;F; $ 1.344.000 ; $ 485.900 ;E;3;2.190;Anulada
26;F; $ 1.266.152 ; $ 779.700 ;B;0;0;Desistida
26;M; $ 1.280.160 ; $ 565.000 ;B;3;1.143;Negada
26;M; $ 1.448.160 ; $ 339.000 ;B;3;1.143;Negada
26;F; $ 1.010.742 ; $ 497.200 ;B;0;0;Desistida
26;F; $ 2.240.000 ; $ 339.000 ;B;2;2.130;Desistida
26;M; $ 918.400 ; $ 339.000 ;B;6;1.899;Desistida
26;F; $ 1.568.000 ; $ 282.500 ;E;1;2.322;Desistida
26;F; $ 1.680.000 ; $ 847.500 ;E;4;1.227;Desistida
26;F; $ 1.675.520 ; $ 700.600 ;E;3;2.115;Desistida
26;F; $ 1.143.520 ; $ - ;B;2;2.088;Desistida
26;F; $ 2.240.000 ; $ 791.000 ;B;4;2.286;Negada
26;F; $ 2.240.000 ; $ - ;B;3;2.319;Desistida
26;F; $ 1.344.000 ; $ 282.500 ;E;3;2.169;Desistida
26;M; $ 2.072.000 ; $ 689.300 ;B;5;981;Desistida
26;F; $ 3.920.000 ; $ 2.864.550 ;B;2;2.211;Aprobada
26;F; $ 1.680.000 ; $ 565.000 ;B;0;0;Aprobada
26;F; $ 1.064.000 ; $ 395.500 ;B;1;1.974;Desistida
26;F; $ 1.344.000 ; $ 282.500 ;B;3;1.746;Desistida
26;F; $ 1.344.000 ; $ 452.000 ;B;1;1.989;Desistida
26;F; $ 1.680.000 ; $ 734.500 ;B;0;0;Aprobada
26;F; $ 1.120.000 ; $ 339.000 ;B;0;0;Negada
26;F; $ 962.132 ; $ 282.500 ;B;3;1.608;Aprobada
26;F; $ 847.185 ; $ 452.000 ;E;2;2.514;Anulada
26;M; $ 1.344.000 ; $ 734.500 ;B;2;2.091;Aprobada
26;F; $ 1.568.000 ; $ - ;B;1;3;Desistida
26;F; $ 1.792.000 ; $ 169.500 ;C;3;3;Negada
26;F; $ 1.119.595 ; $ 734.500 ;B;1;3;Desistida
26;F; $ 1.680.000 ; $ 734.500 ;E;2;2.274;Aprobada
26;F; $ 896.000 ; $ 514.150 ;E;9;1.626;Desistida
26;F; $ 1.008.000 ; $ 226.000 ;B;10;2.097;Desistida
26;F; $ 901.600 ; $ 395.500 ;B;10;2.097;Desistida
26;F; $ 1.057.197 ; $ 539.010 ;B;0;0;Aprobada
26;F; $ 1.792.000 ; $ 169.500 ;B;0;1.932;Negada
26;F; $ 1.262.240 ; $ 226.000 ;B;1;3;Negada
26;F; $ 1.904.000 ; $ 395.500 ;E;7;1.401;Desistida
26;F; $ 1.008.000 ; $ 339.000 ;B;3;2.184;Desistida
26;F; $ 2.218.720 ; $ 1.039.600 ;E;2;2.277;Aprobada
26;F; $ 1.400.000 ; $ 339.000 ;E;4;2.256;Desistida
26;F; $ 1.008.000 ; $ 169.500 ;B;0;12;Desistida
26;F; $ 3.360.000 ; $ 1.469.000 ;B;2;1.176;Desistida
26;M; $ 2.116.800 ; $ 678.000 ;B;3;1.992;Aprobada
26;F; $ 1.176.000 ; $ 1.582.000 ;B;1;1.446;Negada
26;F; $ 1.677.491 ; $ 565.000 ;B;2;1.833;Desistida
26;F; $ 1.375.773 ; $ 452.000 ;B;3;1.866;Anulada
26;F; $ 1.568.000 ; $ 282.500 ;E;1;2.589;Desistida
26;F; $ 962.132 ; $ 282.500 ;B;3;1.608;Anulada
26;F; $ 1.008.000 ; $ 226.000 ;B;4;1.920;Desistida
26;F; $ 1.276.800 ; $ 440.700 ;B;0;0;Aprobada
26;F; $ 1.455.624 ; $ - ;K;6;1.686;Aprobada
26;F; $ 2.016.000 ; $ 169.500 ;B;1;2.013;Desistida
26;F; $ 672.000 ; $ 282.500 ;B;0;0;Aprobada
26;F; $ 1.680.000 ; $ 904.000 ;B;1;21;Negada
26;M; $ 946.400 ; $ 723.200 ;B;7;2.097;Desistida
26;F; $ 1.339.520 ; $ 452.000 ;A;4;1.830;Anulada
26;F; $ 1.339.520 ; $ 452.000 ;A;4;1.830;Aprobada
26;F; $ 1.456.000 ; $ 56.500 ;E;8;1.809;Negada
26;F; $ 1.448.160 ; $ 282.500 ;E;4;1.986;Desistida
26;F; $ 1.158.519 ; $ 452.000 ;B;2;810;Aprobada
26;F; $ 3.360.000 ; $ 2.034.000 ;B;3;2.109;Negada
26;F; $ 1.456.000 ; $ 565.000 ;B;1;3;Desistida
26;F; $ 1.563.657 ; $ - ;B;1;3;Desistida
26;F; $ 1.121.661 ; $ 666.700 ;B;1;3;Negada
26;F; $ 2.800.000 ; $ 339.000 ;C;5;714;Negada
26;F; $ 1.456.000 ; $ 983.100 ;B;3;1.977;Anulada
26;F; $ 1.456.000 ; $ 983.100 ;B;3;1.977;Desistida
26;F; $ 1.232.000 ; $ - ;B;1;2.172;Desistida
26;F; $ 1.344.000 ; $ 282.500 ;B;2;723;Desistida
26;F; $ 2.240.000 ; $ 395.500 ;B;1;2.184;Desistida
26;F; $ 2.352.000 ; $ 1.017.000 ;E;2;2.043;Desistida
26;M; $ 1.680.000 ; $ 226.000 ;E;3;2.361;Desistida
26;F; $ 853.619 ; $ 1.469.000 ;B;1;2.172;Desistida
26;F; $ 1.680.000 ; $ 339.000 ;B;2;1.662;Negada
26;M; $ 1.120.000 ; $ 452.000 ;B;0;2.139;Aprobada
26;M; $ 1.344.000 ; $ 452.000 ;C;7;1.302;Negada
26;F; $ 1.120.000 ; $ 508.500 ;B;3;1.884;Aprobada
26;F; $ 6.720.000 ; $ 5.198.000 ;B;1;1.827;Aprobada
26;F; $ 1.058.440 ; $ 508.500 ;B;1;1.656;Desistida
26;M; $ 950.407 ; $ 339.000 ;K;2;1.686;Aprobada
26;F; $ 1.344.000 ; $ 706.250 ;B;0;0;Desistida
26;F; $ 956.042 ; $ 226.000 ;B;2;3;Negada
26;F; $ 853.261 ; $ 395.500 ;B;2;21;Anulada
26;M; $ 1.456.000 ; $ 610.200 ;B;2;3;Desistida
26;F; $ 1.232.000 ; $ 113.000 ;B;3;1.221;Negada
26;F; $ 2.218.720 ; $ 1.039.600 ;E;2;2.274;Anulada
26;F; $ 1.111.178 ; $ 734.500 ;B;0;0;Anulada
26;F; $ 1.008.000 ; $ 339.000 ;E;3;951;Negada
26;F; $ 1.232.000 ; $ 734.500 ;B;1;2.004;Aprobada
26;M; $ 1.545.600 ; $ 395.500 ;E;2;2.307;Desistida
26;F; $ 1.120.000 ; $ 508.500 ;B;3;1.884;Anulada
26;F; $ 1.456.000 ; $ 700.600 ;B;2;21;Desistida
26;F; $ 2.240.000 ; $ 785.350 ;E;5;1.920;Desistida
26;F; $ 1.568.000 ; $ 678.000 ;B;3;2.136;Desistida
26;F; $ 1.228.285 ; $ 621.500 ;B;1;2.253;Aprobada
26;F; $ 962.080 ; $ 330.751 ;B;2;2.079;Desistida
26;F; $ 1.274.352 ; $ 536.750 ;B;2;2.106;Aprobada
26;M; $ 840.000 ; $ 395.500 ;B;0;0;Aprobada
26;M; $ 960.960 ; $ 452.000 ;B;1;2.286;Anulada
26;M; $ 947.313 ; $ 226.000 ;E;3;2.202;Desistida
26;M; $ 1.788.640 ; $ 960.500 ;B;4;2.022;Aprobada
26;F; $ 1.680.000 ; $ 1.118.700 ;B;0;0;Desistida
26;F; $ 1.568.000 ; $ 226.000 ;A;3;1.077;Desistida
26;F; $ 1.111.178 ; $ 734.500 ;B;0;0;Anulada
26;F; $ 1.680.000 ; $ - ;E;3;2.085;Negada
26;F; $ 1.080.156 ; $ 621.500 ;B;0;1.959;Anulada
26;F; $ 1.148.343 ; $ 610.200 ;B;2;2.175;Aprobada
26;F; $ 1.418.140 ; $ 429.400 ;B;0;2.064;Aprobada
26;F; $ 4.144.000 ; $ 339.000 ;B;2;21;Negada
26;F; $ 1.329.586 ; $ 395.500 ;E;4;2.319;Anulada
26;F; $ 1.329.586 ; $ 395.500 ;E;4;2.319;Aprobada
26;F; $ 1.120.000 ; $ 339.000 ;E;3;2.202;Desistida
26;F; $ 1.228.759 ; $ 565.000 ;E;2;2.316;Anulada
26;F; $ 3.360.000 ; $ 904.000 ;E;16;2.109;Desistida
26;F; $ 1.525.619 ; $ 678.000 ;B;4;1.827;Aprobada
26;F; $ 880.590 ; $ 531.100 ;E;3;2.460;Anulada
26;F; $ 880.590 ; $ 531.100 ;E;3;2.460;Aprobada
26;F; $ 1.064.000 ; $ 565.000 ;B;1;1.674;Anulada
26;F; $ 1.680.000 ; $ 1.118.700 ;B;0;0;Anulada
26;F; $ 2.129.120 ; $ 169.500 ;E;1;1.749;Negada
26;M; $ 1.568.000 ; $ 384.200 ;B;8;2.079;Aprobada
26;F; $ 1.400.000 ; $ 508.500 ;B;1;2.331;Desistida
26;F; $ 880.590 ; $ 531.100 ;E;3;2.460;Anulada
26;F; $ 983.711 ; $ 734.500 ;B;1;2.019;Aprobada
26;F; $ 1.792.000 ; $ 678.000 ;E;1;2.010;Aprobada
26;F; $ 1.064.000 ; $ 565.000 ;B;0;1.719;Anulada
26;F; $ 1.064.000 ; $ 565.000 ;B;0;1.719;Anulada
26;F; $ 1.064.000 ; $ 565.000 ;B;0;1.881;Anulada
26;F; $ 1.064.000 ; $ 565.000 ;B;0;1.881;Aprobada
26;M; $ 3.158.400 ; $ 2.260.000 ;B;5;2.208;Desistida
26;F; $ 1.456.000 ; $ 565.000 ;B;2;2.376;Negada
26;F; $ 954.546 ; $ 395.500 ;B;0;0;Aprobada
26;M; $ 1.568.000 ; $ 621.500 ;B;4;1.791;Aprobada
26;F; $ 2.464.000 ; $ 1.243.000 ;E;9;2.232;Desistida
26;F; $ 1.344.000 ; $ 226.000 ;B;0;1.326;Negada
26;F; $ 5.600.000 ; $ 1.695.000 ;B;1;2.232;Desistida
26;F; $ 952.000 ; $ 395.500 ;B;2;21;Desistida
26;F; $ 929.600 ; $ 113.000 ;E;4;1.740;Desistida
26;M; $ 1.568.000 ; $ 384.200 ;B;8;2.079;Anulada
26;F; $ 2.352.000 ; $ 169.500 ;E;1;2.292;Desistida
26;F; $ 969.250 ; $ 474.600 ;E;2;2.475;Anulada
26;F; $ 2.662.240 ; $ 791.000 ;E;2;1.755;Anulada
26;F; $ 2.662.240 ; $ 791.000 ;E;2;1.755;Aprobada
26;F; $ 2.016.000 ; $ 361.600 ;E;2;2.124;Negada
26;M; $ 1.456.000 ; $ 791.000 ;B;2;2.319;Negada
26;M; $ 988.960 ; $ 462.170 ;B;3;1.035;Negada
26;F; $ 1.904.000 ; $ 282.500 ;E;3;1.938;Desistida
26;F; $ 1.232.000 ; $ - ;B;2;2.127;Negada
26;F; $ 1.904.000 ; $ 655.400 ;E;5;1.920;Aprobada
26;F; $ 2.240.000 ; $ 339.000 ;B;2;21;Negada
26;F; $ 2.690.554 ; $ 1.270.120 ;B;1;2.238;Aprobada
26;F; $ 1.568.000 ; $ 56.500 ;E;1;1.797;Negada
26;F; $ 1.344.000 ; $ - ;E;7;2.184;Negada
26;F; $ 672.000 ; $ 282.500 ;B;0;0;Anulada
26;F; $ 853.261 ; $ 508.500 ;B;0;0;Desistida
26;F; $ 3.416.000 ; $ - ;B;0;0;Desistida
26;F; $ 1.008.000 ; $ - ;E;5;1.458;Desistida
26;F; $ 1.680.000 ; $ 734.500 ;E;2;2.274;Anulada
26;M; $ 2.800.000 ; $ 1.273.510 ;B;0;0;Aprobada
26;F; $ 1.648.603 ; $ 813.600 ;B;0;0;Aprobada
26;F; $ 853.413 ; $ 339.000 ;B;1;2.142;Desistida
26;F; $ 1.138.480 ; $ 678.000 ;B;2;2.121;Aprobada
26;F; $ 2.240.000 ; $ 3.729.000 ;B;2;2.133;Negada
26;M; $ 1.382.184 ; $ 203.400 ;E;12;2.073;Desistida
26;F; $ 1.713.600 ; $ 565.000 ;B;2;1.812;Negada
26;M; $ 1.120.000 ; $ 339.000 ;B;3;1.986;Desistida
26;F; $ 1.687.888 ; $ 508.500 ;E;12;2.082;Desistida
26;M; $ 1.198.400 ; $ - ;B;0;0;Desistida
26;M; $ 1.344.000 ; $ 904.000 ;E;3;1.905;Negada
26;F; $ 1.063.999 ; $ 433.920 ;B;1;1.995;Desistida
26;M; $ 2.038.400 ; $ 822.640 ;E;8;2.037;Aprobada
26;M; $ 894.880 ; $ 270.861 ;B;4;2.205;Desistida
26;F; $ 1.344.000 ; $ 339.000 ;E;2;1.707;Negada
26;F; $ 1.344.000 ; $ 339.000 ;B;1;3;Negada
26;F; $ 1.071.840 ; $ 621.500 ;B;0;0;Desistida
26;F; $ 1.344.000 ; $ 339.000 ;B;1;2.079;Desistida
26;F; $ 822.080 ; $ 418.100 ;B;0;0;Desistida
26;F; $ 1.456.000 ; $ 1.130.000 ;B;2;1.095;Negada
26;F; $ 1.680.000 ; $ 565.000 ;B;0;1.992;Negada
26;F; $ 2.116.705 ; $ 1.440.750 ;B;2;1.773;Negada
26;F; $ 1.904.000 ; $ 282.500 ;B;3;828;Negada
26;F; $ 1.680.000 ; $ 339.000 ;B;6;1.659;Negada
26;F; $ 1.375.773 ; $ 452.000 ;B;3;1.866;Desistida
26;F; $ 1.276.725 ; $ 745.800 ;E;1;2.076;Anulada
26;F; $ 1.276.725 ; $ 745.800 ;E;1;2.076;Aprobada
26;F; $ 1.344.000 ; $ 576.300 ;E;1;2.169;Desistida
26;F; $ 884.713 ; $ 389.850 ;B;3;2.040;Desistida
26;F; $ 1.344.000 ; $ 508.500 ;B;2;606;Negada
26;M; $ 1.344.000 ; $ 678.000 ;C;2;1.044;Negada
26;F; $ 1.456.000 ; $ 791.000 ;B;0;0;Desistida
26;F; $ 1.008.000 ; $ 508.500 ;A;6;1.185;Anulada
26;F; $ 1.008.000 ; $ 508.500 ;A;6;1.185;Aprobada
26;F; $ 1.138.781 ; $ 598.900 ;B;2;2.352;Anulada
26;F; $ 1.076.475 ; $ 666.700 ;B;0;0;Anulada
26;F; $ 1.138.781 ; $ 598.900 ;B;2;2.352;Aprobada
26;F; $ 1.076.475 ; $ 666.700 ;B;0;0;Aprobada
26;F; $ 1.568.000 ; $ 259.900 ;B;2;1.629;Negada
26;F; $ 969.250 ; $ 474.600 ;E;2;2.475;Anulada
26;F; $ 969.250 ; $ 474.600 ;E;2;2.481;Aprobada
26;M; $ 1.676.640 ; $ 452.000 ;B;2;2.091;Desistida
26;F; $ 869.618 ; $ 678.000 ;E;3;2.346;Desistida
26;F; $ 1.611.558 ; $ 345.780 ;E;1;2.184;Negada
26;F; $ 1.045.577 ; $ 327.700 ;E;3;2.334;Anulada
26;F; $ 1.045.577 ; $ 327.700 ;E;3;2.334;Desistida
26;F; $ 1.045.577 ; $ 327.700 ;E;3;2.334;Aprobada
26;F; $ 1.027.650 ; $ 339.000 ;B;0;12;Negada
26;F; $ 1.120.000 ; $ 904.000 ;B;4;2.058;Desistida
26;M; $ 2.688.000 ; $ 282.500 ;B;2;2.181;Negada
26;F; $ 1.060.191 ; $ 678.000 ;E;2;2.385;Desistida
26;F; $ 1.549.653 ; $ 678.000 ;B;2;1.902;Anulada
26;F; $ 1.549.653 ; $ 678.000 ;B;2;1.902;Desistida
26;F; $ 1.860.444 ; $ 565.000 ;B;2;2.262;Anulada
26;F; $ 1.860.444 ; $ 565.000 ;B;2;2.262;Aprobada
26;F; $ 2.599.681 ; $ 1.130.000 ;B;4;2.214;Desistida
26;M; $ 1.007.693 ; $ 339.000 ;B;0;0;Anulada
26;M; $ 1.007.693 ; $ 339.000 ;B;0;0;Aprobada
26;F; $ 1.123.517 ; $ 480.250 ;B;2;2.385;Anulada
26;F; $ 896.000 ; $ 226.000 ;E;3;2.184;Desistida
26;F; $ 896.000 ; $ - ;B;0;0;Desistida
26;M; $ 1.680.000 ; $ 395.500 ;B;0;1.917;Desistida
26;M; $ 1.344.000 ; $ 248.600 ;E;5;1.893;Negada
26;F; $ 1.792.000 ; $ 226.000 ;B;1;1.269;Negada
26;F; $ 1.344.000 ; $ 706.250 ;B;0;0;Anulada
26;F; $ 566.373 ; $ 598.900 ;E;5;1.863;Desistida
26;F; $ 1.153.600 ; $ 452.000 ;E;4;1.617;Negada
26;F; $ 1.680.000 ; $ 791.000 ;E;1;2.364;Desistida
26;F; $ 1.657.600 ; $ 395.500 ;B;1;3;Negada
26;F; $ 1.591.598 ; $ 1.067.850 ;B;0;2.076;Anulada
26;F; $ 1.591.598 ; $ 1.067.850 ;B;0;2.076;Aprobada
26;F; $ 1.006.880 ; $ 282.500 ;E;5;2.112;Desistida
26;F; $ 2.135.246 ; $ 2.197.850 ;B;2;2.421;Anulada
26;F; $ 2.135.246 ; $ 2.197.850 ;B;2;2.421;Desistida
26;F; $ 1.176.000 ; $ 449.740 ;B;3;1.749;Desistida
26;F; $ 1.344.000 ; $ 339.000 ;B;0;2.049;Negada
26;F; $ 1.349.985 ; $ 508.500 ;B;4;2.238;Desistida
26;F; $ 1.411.200 ; $ 113.000 ;B;1;3;Desistida
26;F; $ 1.012.437 ; $ 429.400 ;B;0;2.172;Aprobada
26;F; $ 1.568.000 ; $ 943.550 ;B;1;2.166;Aprobada
26;F; $ 2.800.000 ; $ 418.100 ;B;4;1.704;Negada
26;F; $ 1.290.240 ; $ 316.400 ;B;3;1.866;Aprobada
26;F; $ 1.228.759 ; $ 565.000 ;E;2;2.316;Anulada
26;F; $ 1.228.759 ; $ 565.000 ;E;2;2.316;Aprobada
26;F; $ 1.232.000 ; $ 734.500 ;B;1;2.004;Anulada
26;F; $ 1.232.000 ; $ 734.500 ;B;1;2.004;Anulada
26;M; $ 896.000 ; $ 395.500 ;B;1;3;Negada
26;F; $ 3.248.000 ; $ 1.356.000 ;E;3;2.127;Desistida
26;F; $ 1.729.280 ; $ 485.900 ;E;2;1.008;Anulada
26;F; $ 1.729.280 ; $ 485.900 ;E;2;1.008;Aprobada
26;F; $ 1.792.000 ; $ 124.300 ;B;0;0;Desistida
26;F; $ 2.240.000 ; $ 1.029.204 ;B;2;2.166;Anulada
26;F; $ 2.240.000 ; $ 1.029.204 ;B;2;2.166;Aprobada
26;M; $ 1.456.000 ; $ 339.000 ;E;3;2.199;Desistida
26;M; $ 888.327 ; $ 508.500 ;B;1;2.115;Aprobada
26;F; $ 1.456.000 ; $ 926.600 ;B;8;2.169;Aprobada
26;F; $ 1.680.000 ; $ 565.000 ;B;0;0;Desistida
26;F; $ 1.232.000 ; $ 745.800 ;E;4;1.692;Aprobada
26;M; $ 2.240.000 ; $ 632.800 ;E;11;1.824;Desistida
26;F; $ 1.066.240 ; $ 497.200 ;E;4;1.722;Desistida
26;F; $ 1.512.000 ; $ 226.000 ;B;1;21;Negada
26;F; $ 962.433 ; $ 452.000 ;B;1;2.172;Desistida
26;F; $ 1.176.000 ; $ 395.500 ;E;3;1.569;Aprobada
26;F; $ 1.232.000 ; $ 508.500 ;B;0;0;Desistida
26;M; $ 1.232.000 ; $ 960.500 ;C;7;1.308;Desistida
